"restaurant_alias","restaurant_categories_0_alias","restaurant_categories_0_title","restaurant_categories_1_alias","restaurant_categories_1_title","restaurant_categories_2_alias","restaurant_categories_2_title","restaurant_coordinates_latitude","restaurant_coordinates_longitude","restaurant_display_phone","restaurant_distance","restaurant_id","restaurant_image_url","restaurant_is_closed","restaurant_location_address1","restaurant_location_address2","restaurant_location_address3","restaurant_location_city","restaurant_location_country","restaurant_location_display_address_0","restaurant_location_display_address_1","restaurant_location_display_address_2","restaurant_location_display_address_3","restaurant_location_state","restaurant_location_zip_code","restaurant_name","restaurant_phone","restaurant_price","restaurant_rating","restaurant_review_count","restaurant_transactions_0","restaurant_transactions_1","restaurant_transactions_2","restaurant_url"
"dutch-kills-long-island-city","lounges","Lounges","cocktailbars","Cocktail Bars","","","40.747615","-73.940159","(718) 383-2724","3520.38768397","3lLBRLbXAIgd1yZgWgnfeg","https://s3-media1.fl.yelpcdn.com/bphoto/I4paO44YkfkRmeABU4TsCQ/o.jpg","False","27-24 Jackson Ave","","","Long Island City","US","27-24 Jackson Ave","Long Island City, NY 11101","","","NY","11101","Dutch Kills","+17183832724","$$","4.0","697","","","","https://www.yelp.com/biz/dutch-kills-long-island-city?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"bar-b-new-york","italian","Italian","bars","Bars","tapas","Tapas Bars","40.7395804","-73.999118","(212) 229-1888","2886.49301563","5MpWHGQ6Qc-M4q1KL_nioA","https://s3-media1.fl.yelpcdn.com/bphoto/l95JA0e-DjfyBQ9uoCLUpw/o.jpg","False","84 7th Ave","None","","New York","US","84 7th Ave","New York, NY 10011","","","NY","10011","Bar B","+12122291888","$$","4.5","153","","","","https://www.yelp.com/biz/bar-b-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"karaoke-cave-new-york","karaoke","Karaoke","lounges","Lounges","venues","Venues & Event Spaces","40.7349313537","-73.9930228743","(646) 486-3225","3066.04512454","hS5wQsd_j-E9fqH6usLaZw","https://s3-media2.fl.yelpcdn.com/bphoto/sPldOKq_0SRfdyD11UjxCg/o.jpg","False","11 E 13th St","None","","New York","US","11 E 13th St","New York, NY 10003","","","NY","10003","Karaoke Cave","+16464863225","$$","3.0","157","","","","https://www.yelp.com/biz/karaoke-cave-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"tacos-mi-mexico-new-york-2","mexican","Mexican","foodtrucks","Food Trucks","","","40.78084","-73.9511","","3418.67579777","8-boHR8m_gWYHF4XXasYbA","https://s3-media1.fl.yelpcdn.com/bphoto/OxBoj2HuZerOky1e_p6jlw/o.jpg","False","","","None","New York","US","New York, NY 10128","","","","NY","10128","Tacos Mi Mexico","","$","5.0","9","","","","https://www.yelp.com/biz/tacos-mi-mexico-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"trattoria-trecolori-new-york","italian","Italian","","","","","40.75998","-73.98671","(212) 997-4540","699.357268034","DoSU8IPq-Py_YV3kYmXPfQ","https://s3-media4.fl.yelpcdn.com/bphoto/G8vBgHxbEfoONO0JpLX3Qw/o.jpg","False","254 West 47th St","","","New York","US","254 West 47th St","New York, NY 10036","","","NY","10036","Trattoria Trecolori","+12129974540","$$","4.0","1893","delivery","pickup","restaurant_reservation","https://www.yelp.com/biz/trattoria-trecolori-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"vbar-and-cafe-new-york-4","coffee","Coffee & Tea","wine_bars","Wine Bars","","","40.72954","-73.99949","(212) 253-5740","3841.83693713","HI9SaInV7Ahf_I16lrovjQ","https://s3-media1.fl.yelpcdn.com/bphoto/_xGY_ZSBasxFqqT_1bH5YA/o.jpg","False","225 Sullivan St","","","New York","US","225 Sullivan St","New York, NY 10012","","","NY","10012","VBar & Cafe","+12122535740","$$","3.5","231","pickup","","","https://www.yelp.com/biz/vbar-and-cafe-new-york-4?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"hi-collar-new-york-2","japanese","Japanese","coffee","Coffee & Tea","bars","Bars","40.7293077268","-73.9859368049","(212) 777-7018","3493.351244","7rxg-tWPc1jK7Cikn5R86g","https://s3-media1.fl.yelpcdn.com/bphoto/qCmmZ_MxIuJpOYkOUlvbNA/o.jpg","False","214 E 10th St","","","New York","US","214 E 10th St","New York, NY 10003","","","NY","10003","Hi-Collar","+12127777018","$$","4.0","435","","","","https://www.yelp.com/biz/hi-collar-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"agave-new-york","mexican","Mexican","cocktailbars","Cocktail Bars","","","40.73471","-74.00239","(212) 989-2100","2644.242541","QwL5LS436Xjo9MHFi2rc-g","https://s3-media3.fl.yelpcdn.com/bphoto/_7zs-fdAxdWE0LEWCK3CeA/o.jpg","False","140 7th Ave","","","New York","US","140 7th Ave","New York, NY 10014","","","NY","10014","Agave","+12129892100","$$","3.5","1171","delivery","pickup","","https://www.yelp.com/biz/agave-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"shake-shack-new-york-5","burgers","Burgers","newamerican","American (New)","","","40.7808207061","-73.9765516723","(646) 747-8770","2297.12640585","wXpCNNTT2kqh-fTnSWXdEA","https://s3-media1.fl.yelpcdn.com/bphoto/73Pot48qRUuh7GmKSTdj5g/o.jpg","False","366 Columbus Ave","","None","New York","US","366 Columbus Ave","New York, NY 10024","","","NY","10024","Shake Shack","+16467478770","$$","4.0","2293","delivery","","","https://www.yelp.com/biz/shake-shack-new-york-5?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"hanjan-new-york","korean","Korean","wine_bars","Wine Bars","","","40.7441830643","-73.9905130319","(212) 206-7226","2049.82258299","jSUUcyV76hlCBAyHWAOm0w","https://s3-media1.fl.yelpcdn.com/bphoto/69KGU_oahzaob6IttxAGEg/o.jpg","False","36 W 26th St","","","New York","US","36 W 26th St","New York, NY 10010","","","NY","10010","Hanjan","+12122067226","$$$","4.0","370","","","","https://www.yelp.com/biz/hanjan-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-copacabana-times-square-new-york-3","danceclubs","Dance Clubs","lounges","Lounges","","","40.760166","-73.9872589","(212) 221-2672","737.702113849","oYLltt4wfQOyVyyq0WPYvw","https://s3-media2.fl.yelpcdn.com/bphoto/_RUkM8M8768gUkfCg4C6HA/o.jpg","False","268 W 47th St","None","","New York","US","268 W 47th St","New York, NY 10036","","","NY","10036","The Copacabana Times Square","+12122212672","$$","2.5","215","","","","https://www.yelp.com/biz/the-copacabana-times-square-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"casa-apicii-new-york","italian","Italian","wine_bars","Wine Bars","lounges","Lounges","40.7339","-73.99867","(212) 353-8400","3391.88117114","889z8wsV9R1X2CAp63wrsw","https://s3-media2.fl.yelpcdn.com/bphoto/Qrn46Oog458RHPuTwhTkmw/o.jpg","False","62 West 9th St","","None","New York","US","62 West 9th St","New York, NY 10011","","","NY","10011","Casa Apicii","+12123538400","$$$","4.0","126","","","","https://www.yelp.com/biz/casa-apicii-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"maya-new-york","mexican","Mexican","","","","","40.7632055528","-73.9596225112","(212) 585-1818","1624.34363045","TgoYhgbPCYhLBNtpue3QHg","https://s3-media1.fl.yelpcdn.com/bphoto/clfqTVb4ts0FdZAuOdyERA/o.jpg","False","1191 1st Ave","","","New York","US","1191 1st Ave","New York, NY 10065","","","NY","10065","Maya","+12125851818","$$$","3.5","816","","","","https://www.yelp.com/biz/maya-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"conmigo-new-york","cocktailbars","Cocktail Bars","tacos","Tacos","","","40.77793","-73.94902","(212) 256-0056","3169.13998877","cy0vBvZu2Eb4XtRFCp8Seg","https://s3-media1.fl.yelpcdn.com/bphoto/wRdqeipDHxLvxsRXGePyEw/o.jpg","False","1685 1st Ave","","None","New York","US","1685 1st Ave","New York, NY 10128","","","NY","10128","Conmigo","+12122560056","$$","4.0","131","delivery","pickup","","https://www.yelp.com/biz/conmigo-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"tableside-italian-cook-shoppe-new-york","italian","Italian","","","","","40.7266287","-73.9863384","(646) 852-6498","3791.24188945","Pu09oBx1ekEZiFt90PsSIw","https://s3-media2.fl.yelpcdn.com/bphoto/sCAL7j7Hrj3O1GG9gk6wDg/o.jpg","False","345 E 6th St","None","","New York","US","345 E 6th St","New York, NY 10003","","","NY","10003","Tableside Italian Cook Shoppe","+16468526498","$$","4.5","170","restaurant_reservation","","","https://www.yelp.com/biz/tableside-italian-cook-shoppe-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"bangia-new-york-2","korean","Korean","gastropubs","Gastropubs","cocktailbars","Cocktail Bars","40.746854","-73.9845201","(212) 679-6790","1569.81081657","pcb8yK9_28uWz5CyokjwSg","https://s3-media4.fl.yelpcdn.com/bphoto/AhSq0zFzUT4uB91TDQo9cQ/o.jpg","False","11 E 32nd St","","","New York","US","11 E 32nd St","New York, NY 10016","","","NY","10016","Bangia","+12126796790","$$","4.0","284","","","","https://www.yelp.com/biz/bangia-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"bar-primi-new-york-3","italian","Italian","pastashops","Pasta Shops","","","40.725639","-73.991714","(212) 220-9100","3993.54319714","Jwb556DrGTEZryeV7XgZmQ","https://s3-media3.fl.yelpcdn.com/bphoto/tprCsgvbya8reL7hJ3fyzg/o.jpg","False","325 Bowery","","","New York","US","325 Bowery","New York, NY 10003","","","NY","10003","Bar Primi","+12122209100","$$","3.5","504","delivery","pickup","","https://www.yelp.com/biz/bar-primi-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"ornella-trattoria-italiana-astoria","italian","Italian","wine_bars","Wine Bars","","","40.7748162","-73.9132582","(718) 777-9477","5729.24031046","ZfyfGGtr7usMlsQP1LdU2g","https://s3-media2.fl.yelpcdn.com/bphoto/z2ewdYSok64irZ2zFedbLQ/o.jpg","False","29-17 23rd Ave","None","","Astoria","US","29-17 23rd Ave","Astoria, NY 11105","","","NY","11105","Ornella Trattoria Italiana","+17187779477","$$","4.0","796","delivery","pickup","restaurant_reservation","https://www.yelp.com/biz/ornella-trattoria-italiana-astoria?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"sweet-and-vicious-new-york","lounges","Lounges","","","","","40.72136","-73.99426","(212) 334-7915","4525.0030354","_MCfOOcGd4AYTuwH0NR6lg","https://s3-media4.fl.yelpcdn.com/bphoto/uWKzforFUUXgTbK-e4VpnQ/o.jpg","False","5 Spring St","","","New York","US","5 Spring St","New York, NY 10012","","","NY","10012","Sweet & Vicious","+12123347915","$$","3.0","514","","","","https://www.yelp.com/biz/sweet-and-vicious-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"katra-new-york","venues","Venues & Event Spaces","eventplanning","Party & Event Planning","","","40.7217399","-73.99326","(212) 473-3113","4457.16511533","hqONN2fM5gW6umqCPk9h0g","https://s3-media3.fl.yelpcdn.com/bphoto/5oJqZcAGOuCBi1wVgre1xQ/o.jpg","False","217 Bowery St","None","","New York","US","217 Bowery St","New York, NY 10002","","","NY","10002","Katra","+12124733113","","2.5","394","","","","https://www.yelp.com/biz/katra-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"barcade-new-york-5","bars","Bars","arcades","Arcades","burgers","Burgers","40.74435","-73.99444","(212) 390-8455","2219.53003458","8Wk7ciMcn3rPASMmN3tF_w","https://s3-media2.fl.yelpcdn.com/bphoto/Z0wJI8I2612rLdnqvBlFGw/o.jpg","False","148 W 24th St","","","New York","US","148 W 24th St","New York, NY 10011","","","NY","10011","Barcade","+12123908455","$$","3.5","359","","","","https://www.yelp.com/biz/barcade-new-york-5?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"1-oak-new-york","danceclubs","Dance Clubs","lounges","Lounges","","","40.74389","-74.00614","(212) 242-1111","2948.65697988","4vnKT2fYy7IIL7ZYKH-D9A","https://s3-media2.fl.yelpcdn.com/bphoto/USAmEhJHbrruJwwtaYMCTA/o.jpg","False","453 W 17th St","","","New York","US","453 W 17th St","New York, NY 10011","","","NY","10011","1 OAK","+12122421111","$$$$","2.5","390","","","","https://www.yelp.com/biz/1-oak-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"shi-long-island-city","asianfusion","Asian Fusion","sushi","Sushi Bars","lounges","Lounges","40.745979","-73.957094","(347) 242-2450","2399.38302208","8cyRl5HIQzbkYD7orq223g","https://s3-media2.fl.yelpcdn.com/bphoto/TGbUJv1-gRHB0ybacj_kHw/o.jpg","False","4720 Center Blvd","","","Long Island City","US","4720 Center Blvd","Long Island City, NY 11109","","","NY","11109","Shi","+13472422450","$$","3.5","750","delivery","pickup","","https://www.yelp.com/biz/shi-long-island-city?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"le-souk-lounge-new-york","lounges","Lounges","","","","","40.727931","-73.999275","(212) 777-5454","3996.85992573","-4oRsGaCKCMllrBGnIXN1Q","https://s3-media3.fl.yelpcdn.com/bphoto/6uEliaG5sBBXXPMkAsCcCg/o.jpg","False","510 Laguardia Pl","","","New York","US","510 Laguardia Pl","New York, NY 10012","","","NY","10012","Le Souk Lounge","+12127775454","$$","3.0","218","","","","https://www.yelp.com/biz/le-souk-lounge-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"birthday-party-booker-new-york","eventplanning","Party & Event Planning","","","","","40.741372","-73.993138","(800) 734-7278","2431.11959547","bu33WsNEJyu2hLzYQwctXg","https://s3-media2.fl.yelpcdn.com/bphoto/e3neHfOxGont4bCk7kfcFg/o.jpg","False","48 W 21st St","Fl 1","","New York","US","48 W 21st St","Fl 1","New York, NY 10010","","NY","10010","Birthday Party Booker","+18007347278","","4.5","138","","","","https://www.yelp.com/biz/birthday-party-booker-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"cotenna-new-york","italian","Italian","","","","","40.72903","-74.00357","(646) 861-0175","4065.92782823","aJJlY5xvqS180wtRIHEWqA","https://s3-media2.fl.yelpcdn.com/bphoto/TUqiX5JIGNursg7JctuyWw/o.jpg","False","21 Bedford St","","","New York","US","21 Bedford St","New York, NY 10014","","","NY","10014","Cotenna","+16468610175","$$","4.0","341","delivery","pickup","","https://www.yelp.com/biz/cotenna-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"gelso-and-grand-new-york","italian","Italian","pastashops","Pasta Shops","pizza","Pizza","40.7194089547","-73.9973777878","(212) 226-1600","4808.0711067","MphfKkYFEe0BDQ6hZ0A5fA","https://s3-media2.fl.yelpcdn.com/bphoto/WwDSyTftSPcDhS45Jyu5xA/o.jpg","False","186 Grand St","","","New York","US","186 Grand St","New York, NY 10013","","","NY","10013","Gelso & Grand","+12122261600","$$","4.0","603","delivery","pickup","restaurant_reservation","https://www.yelp.com/biz/gelso-and-grand-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"louie-and-chan-new-york","italian","Italian","lounges","Lounges","cocktailbars","Cocktail Bars","40.7187118","-73.9924058","(212) 837-2816","4761.31187387","65RUNbor7l0IJcRrd4itTQ","https://s3-media2.fl.yelpcdn.com/bphoto/VP8Lrj0uov70XNPdO0QgbA/o.jpg","False","303 Broome St","","","New York","US","303 Broome St","New York, NY 10002","","","NY","10002","Louie and Chan","+12128372816","$$","4.0","229","","","","https://www.yelp.com/biz/louie-and-chan-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"sing-sing-ave-a-new-york","karaoke","Karaoke","lounges","Lounges","","","40.725196","-73.984519","(212) 674-0700","3928.37701624","3dcM10jqcuVftp7nn_HE0g","https://s3-media2.fl.yelpcdn.com/bphoto/iz6fBt4d95mzva-sjZNIUw/o.jpg","False","81 Ave A","","","New York","US","81 Ave A","New York, NY 10009","","","NY","10009","Sing Sing Ave.A","+12126740700","$$","3.0","217","","","","https://www.yelp.com/biz/sing-sing-ave-a-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"cocoa-bar-new-york","wine_bars","Wine Bars","coffee","Coffee & Tea","cocktailbars","Cocktail Bars","40.7207104","-73.9843401","(212) 677-7417","4420.16275915","zF0mtAyEqhS5zMvV8MMJiw","https://s3-media2.fl.yelpcdn.com/bphoto/8HuyC7DRPHfAILmujL3KxQ/o.jpg","False","21 Clinton St","","","New York","US","21 Clinton St","New York, NY 10002","","","NY","10002","Cocoa Bar","+12126777417","$$","4.0","279","","","","https://www.yelp.com/biz/cocoa-bar-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"sotto-13-new-york-7","italian","Italian","pizza","Pizza","breakfast_brunch","Breakfast & Brunch","40.7372","-73.99919","(212) 647-1001","3093.79612922","yc4vsT-Q4Ej1_9hr94DxkQ","https://s3-media3.fl.yelpcdn.com/bphoto/4kPxqv9r4eK3ORaKJMmbHA/o.jpg","False","140 W 13th St","","","New York","US","140 W 13th St","New York, NY 10011","","","NY","10011","Sotto 13","+12126471001","$$","4.0","780","restaurant_reservation","pickup","delivery","https://www.yelp.com/biz/sotto-13-new-york-7?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"anyway-cafe-new-york","russian","Russian","french","French","","","40.7250017","-73.9906009","(212) 533-3412","4046.05741061","qIDwDSiUMzzq-MWWirTQwQ","https://s3-media1.fl.yelpcdn.com/bphoto/0BNEWiFtiGGYFstW2La50A/o.jpg","False","32 E 2nd St","None","","New York","US","32 E 2nd St","New York, NY 10003","","","NY","10003","Anyway Cafe","+12125333412","$$","4.0","198","","","","https://www.yelp.com/biz/anyway-cafe-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-black-ant-new-york-2","mexican","Mexican","desserts","Desserts","bars","Bars","40.72578","-73.98952","(212) 598-0300","3939.5021649","0W0m68TNPbodGCA3PhIB4w","https://s3-media2.fl.yelpcdn.com/bphoto/yyWMV1V5rQC1CKuu7V3I8g/o.jpg","False","60 2nd Ave","","","New York","US","60 2nd Ave","New York, NY 10003","","","NY","10003","The Black Ant","+12125980300","$$","4.0","457","delivery","pickup","","https://www.yelp.com/biz/the-black-ant-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"xian-famous-foods-new-york-3","chinese","Chinese","noodles","Noodles","burgers","Burgers","40.7279","-73.98541","(212) 786-2068","3644.6459852","Gd3_3mxOvj2xYiqysV8rbQ","https://s3-media4.fl.yelpcdn.com/bphoto/zLmHZq-QSF_8xZvBwKa9Bg/o.jpg","False","81 St Marks Pl","","","New York","US","81 St Marks Pl","New York, NY 10003","","","NY","10003","Xi'an Famous Foods","+12127862068","$","4.0","1530","","","","https://www.yelp.com/biz/xian-famous-foods-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"the-campbell-new-york","cocktailbars","Cocktail Bars","lounges","Lounges","","","40.752758","-73.977914","(212) 297-1781","847.38556832","oAFaJmLbqnpgIqHP2YAywg","https://s3-media4.fl.yelpcdn.com/bphoto/jpR6iGHnGckDWOvvi0KfUA/o.jpg","False","15 Vanderbilt Ave","","None","New York","US","15 Vanderbilt Ave","New York, NY 10017","","","NY","10017","The Campbell","+12122971781","$$$","4.0","826","","","","https://www.yelp.com/biz/the-campbell-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"5-napkin-burger-new-york-2","burgers","Burgers","","","","","40.7870354832","-73.9780057676","(212) 333-4488","2982.5990738","0EIIFAq7YmPk3tgPzVx82g","https://s3-media1.fl.yelpcdn.com/bphoto/kphN3Oy93_ybnNmLPy9k3A/o.jpg","False","2315 Broadway","","","New York","US","2315 Broadway","New York, NY 10024","","","NY","10024","5 Napkin Burger","+12123334488","$$","3.0","732","pickup","delivery","","https://www.yelp.com/biz/5-napkin-burger-new-york-2?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"la-loteria-new-york","mexican","Mexican","","","","","40.7307865531","-74.0041359534","(212) 858-9096","3920.68501154","pG-IkylRFOb-HlaD8NwvvQ","https://s3-media3.fl.yelpcdn.com/bphoto/hM0_nLvvXupBZZDdj8c-tA/o.jpg","False","29 7th Ave S","","","New York","US","29 7th Ave S","New York, NY 10014","","","NY","10014","La Loteria","+12128589096","$$","4.0","269","pickup","delivery","","https://www.yelp.com/biz/la-loteria-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"justinos-pizzeria-new-york-3","pizza","Pizza","","","","","40.7039403","-74.0104079","(212) 797-9292","6810.56475594","096LKIm7omuiwKY3rcUQqA","https://s3-media3.fl.yelpcdn.com/bphoto/glPS-r1IKMIzmCVK_SlOxg/o.jpg","False","77 Pearl St","","","New York","US","77 Pearl St","New York, NY 10004","","","NY","10004","Justino's Pizzeria","+12127979292","$","3.5","110","pickup","delivery","","https://www.yelp.com/biz/justinos-pizzeria-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"one-and-one-new-york-3","lounges","Lounges","","","","","40.7233026","-73.9881999","(212) 598-9126","4185.01192706","z311Zsj8goA9SzsoVe_Zxw","https://s3-media4.fl.yelpcdn.com/bphoto/LeACQR3pE2mDnMhblkXTBg/o.jpg","False","12 First Ave","","","New York","US","12 First Ave","New York, NY 10009","","","NY","10009","ONE AND ONE","+12125989126","$$","3.0","363","","","","https://www.yelp.com/biz/one-and-one-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"burger-and-barrel-new-york-3","burgers","Burgers","tradamerican","American (Traditional)","","","40.7258","-73.99793","(212) 334-7320","4174.73177791","yy8jf3cnbXG4KOLGNJVfig","https://s3-media1.fl.yelpcdn.com/bphoto/NyWw-T2wPUDqqyVcz5qHsQ/o.jpg","False","25 W Houston St","","","New York","US","25 W Houston St","New York, NY 10012","","","NY","10012","Burger & Barrel","+12123347320","$$","3.5","779","pickup","delivery","","https://www.yelp.com/biz/burger-and-barrel-new-york-3?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"fishmarket-restaurant-new-york","seafood","Seafood","chinese","Chinese","asianfusion","Asian Fusion","40.70717","-74.00192","(917) 363-8101","6219.79231447","LpVbI-E9C-CSp7WhU5h2Iw","https://s3-media1.fl.yelpcdn.com/bphoto/BxY50B6ntFYQa8COuI1Fog/o.jpg","False","111 South St","","","New York","US","111 South St","New York, NY 10038","","","NY","10038","Fishmarket Restaurant","+19173638101","$$","4.5","461","","","","https://www.yelp.com/biz/fishmarket-restaurant-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
"via-carota-new-york","italian","Italian","","","","","40.7331","-74.00369","(212) 255-1962","3678.00197316","jnHbdsqlTKlPcmJ8BCP9-g","https://s3-media3.fl.yelpcdn.com/bphoto/2IdD6r2be65vtSNqUF6fZQ/o.jpg","False","51 Grove St","","","New York","US","51 Grove St","New York, NY 10014","","","NY","10014","Via Carota","+12122551962","$$$","4.0","304","","","","https://www.yelp.com/biz/via-carota-new-york?adjust_creative=bGKek0APxR3pVmIijdf_Gw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=bGKek0APxR3pVmIijdf_Gw"
